3.766062940300313411e+00,2.556750624235130331e+00,4.218268383786016429e+00,7.274327413095816652e+00,8.859904577434159378e+00,8.861831539969413640e+00,8.611191455043844201e+00,8.427753528695181018e+00,8.751463625182591244e+00,8.588200859717330715e+00,8.713033732898740169e+00,8.766824748104076193e+00,8.843323879273320642e+00,8.643480850980177266e+00,8.547537734108823670e+00,nan,8.710249077027990339e+00,8.415950562081421893e+00,8.300990386384256681e+00,8.276387805157218835e+00,8.236143544684180640e+00,8.343797537197707115e+00,8.346374548658822334e+00,8.221464648068565140e+00,7.936835843982697369e+00,7.713738917831180153e+00,7.803624090736396290e+00,7.448664907376300270e+00,7.510818766776717226e+00,7.171140363537703344e+00,7.269093533283397690e+00,7.503944026861153915e+00,7.262304142289087494e+00,7.332669578797988308e+00,7.507011030701591814e+00,5.196641734236293608e+00,4.378153713987771312e+00,6.335817101690319753e+00,6.180550763980858342e+00,6.444075695749845956e+00,6.139394173980097236e+00,6.439650521150823259e+00,6.611038871178401166e+00,6.793741169711368322e+00,6.605757933337686794e+00,5.206676934156121206e+00
5.751555955238807805e+00,5.729383449669865236e+00,5.116560758512477491e+00,4.907595364455847431e+00,4.754798969407974418e+00,5.015704099624057832e+00,5.069583426354749456e+00,5.067433068454377576e+00,5.100213932045869925e+00,5.037204305326251408e+00,5.118662730176495756e+00,5.227648765293941402e+00,5.179573004698765359e+00,5.177757397084604030e+00,5.214426232525081417e+00,5.204028838686370229e+00,5.070498422039361408e+00,5.246236527895208113e+00,5.328226515873226710e+00,5.400412658330269622e+00,5.531662491700457984e+00,5.716580490083793542e+00,5.735390566274298330e+00,5.589142428999234191e+00,5.591456332406193219e+00,5.401703348283140471e+00,5.509957335876133122e+00,5.495333394570549146e+00,5.264523934708242869e+00,5.092677643541774657e+00,4.940314485835459735e+00,4.574006424428197271e+00,4.582733616767484364e+00,4.733950268479702572e+00,4.647923196759328412e+00,4.285234477686869603e+00,3.987128831269239448e+00,3.879002473345227298e+00,3.815761980908129569e+00,3.716747046352418149e+00,3.549749555064647843e+00,3.817457777049450218e+00,3.701371894592119904e+00,3.645182475825488044e+00,4.355142777858276304e+00,nan
nan,4.586420814493513021e+00,4.177051927612394522e+00,3.777468745985603338e+00,4.448372889664346630e+00,5.635233090918639220e+00,6.142939568011240858e+00,6.196664819777588207e+00,6.062471737496284874e+00,6.079493097393092071e+00,6.186894443540474242e+00,6.191712792642777075e+00,6.198224612129521915e+00,6.202985284083300854e+00,6.317309407097170926e+00,6.334366738642749795e+00,6.297642295463435680e+00,6.296925453720042754e+00,6.306617538126988443e+00,6.149426324152887702e+00,6.056092177667608212e+00,6.223592070563424450e+00,6.238133159557246898e+00,6.520105293876432562e+00,6.365855747956911337e+00,6.258246552998340206e+00,6.187415726227880164e+00,6.032597260036101972e+00,5.979576178774530071e+00,5.889233721101944319e+00,5.594842022998260056e+00,5.681559978731069549e+00,5.634585598570080123e+00,5.467059510134897771e+00,5.215186337156113794e+00,5.014140088695980602e+00,4.811144816845732919e+00,4.598554317355184828e+00,4.623693518643385403e+00,4.428381365133562397e+00,4.307614037414793096e+00,3.960962772837300694e+00,3.792387386417127804e+00,3.709617375610394951e+00,3.676491653593886522e+00,3.278688559418529103e+00
5.655093517268720227e+00,6.191652871120281176e+00,6.102614232696637053e+00,5.842245928016676970e+00,5.651380955722861366e+00,5.736729241340897900e+00,5.762838755138337099e+00,5.834758865122108951e+00,5.845343736627261144e+00,6.140074715759793023e+00,6.203757254021065926e+00,6.265138323799007480e+00,6.108260513806422765e+00,6.176644584631625357e+00,6.196037479462362718e+00,6.385314587232147510e+00,6.097904265404890722e+00,6.392294324726971233e+00,6.605023074788195281e+00,6.622204186671797999e+00,6.643430593269289197e+00,6.784246511937261026e+00,6.849693662600828681e+00,6.630131304569115258e+00,6.594456279372145069e+00,6.573774560328258687e+00,6.600557414522775446e+00,6.742826148266027886e+00,6.424203589822135463e+00,6.163789363452522707e+00,5.803008839808446950e+00,5.664142838316867490e+00,5.687386365336203120e+00,5.599869269013206363e+00,5.410901152424151483e+00,4.993464544079394329e+00,4.737786242661873537e+00,4.542982497349712823e+00,4.440507716793421267e+00,4.260593992167840405e+00,3.856629523472542509e+00,3.699880348406041630e+00,3.800358035498311082e+00,3.828795633156218514e+00,4.138710784208061710e+00,nan
nan,4.776061534819318055e+00,4.915680625081324528e+00,4.668641205423065266e+00,4.891872881033899390e+00,5.417244451113164772e+00,6.274424457897783469e+00,6.666430253198377898e+00,6.680499714003376610e+00,6.581967718812427925e+00,6.792015804310000071e+00,6.930906298586620551e+00,6.863791491142089640e+00,6.939105785138615978e+00,7.305393321298022435e+00,7.292633335350192425e+00,7.202142267907577278e+00,7.247725250981297940e+00,7.255058246511461917e+00,7.330409128533219132e+00,7.293541795794129534e+00,7.245101575883124312e+00,7.371580472380673932e+00,7.636940124929869178e+00,7.653967554699325326e+00,7.440621879082368828e+00,7.371692639177134687e+00,7.362134838996544417e+00,7.227901830583508769e+00,6.952506688348556452e+00,6.921868549495904688e+00,6.977045438109992226e+00,7.000263166435574114e+00,6.790579965727239653e+00,6.382591706832089429e+00,5.948720251782263269e+00,5.801943115345904900e+00,5.621743979886691278e+00,5.412239973961216144e+00,5.486358620147782972e+00,5.200989385198312220e+00,4.800413319390597344e+00,4.584635241750935286e+00,4.352883944201335176e+00,4.292655915755664964e+00,3.854508622533219242e+00
5.730408201344443064e+00,6.340738869517491771e+00,6.432456578688904081e+00,6.453811033651713380e+00,6.351300779445790745e+00,6.441472070128857474e+00,6.527906446744904834e+00,6.639857677735697017e+00,6.933687735596316237e+00,7.193204429687978241e+00,7.271131201942758970e+00,7.359263873002051426e+00,7.282432680662974001e+00,7.382169893422810603e+00,7.497501457763745769e+00,7.458520971996693838e+00,7.521322320241437431e+00,7.721243045963184670e+00,7.982579832505966699e+00,8.080892917141948573e+00,8.122844292002350031e+00,8.139080680097224629e+00,8.045601211176121481e+00,7.902503704337992652e+00,8.103359088816798561e+00,8.205925465137468677e+00,7.995220472704478887e+00,7.707633512218407645e+00,7.401972307763297287e+00,7.291552247230814743e+00,6.782568019613171018e+00,6.574542609737402898e+00,6.621940373367076305e+00,6.613835846771906724e+00,6.134131775512682516e+00,5.835623933747572600e+00,5.592921580432737017e+00,5.146746095703877089e+00,5.039844700554112045e+00,4.628746072973454417e+00,4.221075370220147782e+00,3.739325703822292013e+00,3.800573361910143610e+00,4.223228750073705129e+00,5.037740498311030990e+00,nan
nan,6.632635180037965483e+00,5.470030992373111189e+00,5.335780964773982227e+00,5.426894767093898508e+00,5.736984625327049336e+00,6.276188694417772496e+00,7.148951469621539268e+00,7.352985323961966913e+00,7.415904771642312099e+00,7.014684197515378195e+00,7.251287954586013385e+00,7.604738240638714508e+00,7.885358019264817386e+00,8.037494682672866375e+00,8.483489381439740740e+00,8.480496107773200620e+00,8.162653800950463889e+00,8.311400098016353155e+00,8.581102044712261900e+00,8.617244333013776014e+00,8.429750312096606635e+00,8.614334092300509838e+00,8.940342458666290071e+00,8.960090856838522910e+00,8.910304187271002263e+00,8.834707106894477135e+00,8.481672730157455931e+00,8.017060378583138913e+00,8.316471905966974276e+00,8.400040210020970122e+00,8.165944364880219908e+00,7.962782433922430236e+00,7.616878575143769758e+00,7.452445519626788695e+00,7.200285138121316209e+00,6.784719754727855268e+00,6.454860878981084404e+00,6.311812076136517291e+00,6.325054100714525340e+00,5.887482027138048579e+00,5.606259092897301066e+00,5.377995823653837881e+00,5.035632595687451918e+00,4.708215949047385607e+00,4.194119444188657120e+00
5.918695745339618064e+00,6.775418463428970917e+00,7.209392989279277408e+00,7.014134077609994300e+00,6.788167381484053742e+00,6.947775782998118821e+00,7.190818088949074038e+00,7.437876935307969006e+00,7.840738280999233645e+00,8.044645742625137430e+00,8.347836091815931781e+00,8.336015235164243364e+00,8.294743838933362312e+00,8.408279248577919418e+00,8.706151361569730796e+00,8.708197879218207760e+00,8.651167624925351518e+00,8.741951008351572128e+00,8.841202016620313131e+00,9.073595935870375939e+00,9.422932717387729085e+00,9.355401395506456552e+00,9.081024988701749123e+00,9.215065988214526271e+00,9.098912285678315115e+00,8.901659618026032561e+00,8.910650030326753068e+00,8.723978299220391364e+00,8.284107323604477102e+00,7.970067906254122647e+00,8.141839289393882240e+00,7.716801664967463559e+00,7.367195009435497433e+00,7.177080685724654074e+00,6.903819580869734018e+00,6.862655853421268048e+00,6.478151235849612277e+00,5.933372001744681157e+00,5.639686100192033535e+00,5.048368985375400797e+00,4.246431401572411168e+00,3.835283689843322463e+00,4.290982819343840404e+00,4.881602311054785481e+00,6.225396828144296180e+00,nan
nan,7.556831082020483592e+00,6.160790108823754885e+00,5.475184528895272074e+00,5.660649336235158202e+00,6.075892392331518010e+00,6.851409023012580590e+00,7.614367218539721094e+00,7.890290184413956354e+00,7.819632181274783989e+00,7.830759102081072953e+00,8.025557467914508081e+00,8.112721968599469591e+00,8.604309050835219352e+00,8.992781649608120986e+00,9.310064338412056273e+00,9.369533592749069939e+00,9.339842875659238430e+00,9.285965630065661003e+00,9.370962102705727048e+00,9.520036937899048368e+00,9.613747408432498531e+00,9.732866346944604174e+00,1.011174959893699032e+01,1.017133772766345423e+01,1.016024402754202249e+01,9.904660072278526073e+00,9.491032422615012010e+00,9.405491740418838731e+00,9.641721016827846213e+00,9.748401400795717819e+00,9.317485049954207454e+00,8.845679817012438662e+00,8.377147774909913025e+00,7.965207971784664664e+00,7.895165387509947230e+00,7.643213760559841141e+00,7.340750261776659791e+00,7.171192961959490297e+00,6.870368651421043360e+00,6.579569139338230066e+00,6.240984533481931607e+00,6.014589581272531404e+00,5.678662514988475074e+00,5.117064983878404583e+00,4.305835731410971867e+00
6.246606033732977181e+00,7.432241020009908716e+00,7.807218300239273212e+00,7.515540217854273841e+00,7.269405656942661054e+00,7.482303904328198030e+00,7.869696116755339865e+00,8.131515515018785223e+00,8.679689006678700025e+00,8.999172794043412082e+00,9.122076755644355828e+00,9.226665343785565909e+00,9.134344293901685674e+00,9.319642499516342937e+00,9.734900620462909160e+00,9.897139810152928874e+00,9.774027857874733272e+00,9.830458568594233171e+00,1.011069351396688631e+01,1.025575063442691714e+01,1.022482808065882054e+01,1.032313204656080075e+01,1.027765208782428275e+01,1.040407309047895801e+01,1.032181589442264169e+01,1.020246494905657109e+01,9.923408001787322519e+00,9.481477853562095603e+00,9.231236888675157459e+00,8.737223364761049993e+00,8.577475060531620343e+00,8.349482369041163921e+00,8.216177195522620380e+00,8.003335858928988245e+00,7.512933953790553510e+00,7.292397851753636751e+00,6.845726224420618955e+00,6.429532460853138787e+00,5.935355837675971635e+00,5.411674871918383367e+00,4.630640325903429222e+00,4.324392135931885761e+00,4.351541203849939699e+00,5.432756673109316203e+00,5.988801304318593921e+00,nan
