6.634917213756017063e+00,5.397604417922818421e+00,4.104832028320547721e+00,4.711839185543401420e+00,5.416174906715031767e+00,4.915541932986998930e+00,4.324018744411828763e+00,4.045129941038433152e+00,4.133786848916870760e+00,4.115711265650593198e+00,3.809089039619375505e+00,4.039826488166580631e+00,4.290927352118810489e+00,4.180025862131745207e+00,4.022067064299434058e+00,4.105797831146838384e+00,4.111722756144217783e+00,4.365199312813523136e+00,3.943176782382534107e+00,3.909685515668095412e+00,4.008409832997315903e+00,4.005900014611408544e+00,3.841066966463361432e+00,3.760714320174931125e+00,3.853196182948932069e+00,4.013875086829069794e+00,4.056962626881747802e+00,3.929711883751732415e+00,4.141407669477682241e+00,4.317118651626394410e+00,4.634836979665765355e+00,4.451064781269697512e+00,4.704587384455063415e+00,4.388041473064995479e+00,3.904208745808816161e+00,3.926250256540659400e+00,3.921119827870088059e+00,4.332590374878980022e+00,4.236458589057959578e+00,4.224394377917334964e+00,4.094914590301627300e+00,3.659342039001289848e+00,4.028200798043083175e+00,3.813065606375421801e+00,3.785404043231853422e+00,4.003383893893171397e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.588718755325260190e+00,2.609555032194579738e+00,2.565509958116724221e+00,3.113454271573042220e+00,2.917575109000306810e+00,2.951100964407741500e+00,3.036923638598651110e+00,3.060675512353142835e+00,3.064312905946199983e+00,2.818965065910123968e+00,2.832958805375728417e+00,3.019147826734347895e+00,3.077600161739444395e+00,2.932700435097931546e+00,2.823817165136251361e+00,2.921911966056775611e+00,2.911078093965519642e+00,2.861302889443187780e+00,2.777625627382892759e+00,2.814789788544942439e+00,2.836570399780017127e+00,2.862884132852959951e+00,2.774480347113485124e+00,2.813773261235363421e+00,2.822103380365817316e+00,2.737450101231033273e+00,2.824979461948478487e+00,2.951557597563130741e+00,2.984520611665214318e+00,3.295923264171340072e+00,3.470835047211786595e+00,3.524345497641976799e+00,3.211666631229141977e+00,3.210878243858773295e+00,3.090040561026655475e+00,3.081528446867156212e+00,3.286773350720627818e+00,3.153743057358974866e+00,3.151313875669849551e+00,2.950349876727234033e+00,2.838188564202203779e+00,2.795216973600190613e+00,2.525693410742077205e+00,2.648330499335635579e+00,2.772767549380674268e+00,3.239717446779789789e+00,3.441154341128827454e+00,3.581649621799147809e+00,3.994877975790791957e+00
4.430600557113788085e+00,1.720016499047366310e+00,5.691088592425455062e-01,7.655127733243460852e-01,1.190042673551600316e+00,9.384529268492407539e-01,7.732712389713540801e-01,7.038900217884282995e-01,5.110298189763113896e-01,4.273587644939453867e-01,3.290949851359048495e-01,3.433531313769435656e-01,3.952987717591636141e-01,3.679522453430763562e-01,3.919983910797508742e-01,1.910790021423700580e-01,2.431430621997421326e-01,3.149088239474551187e-01,3.369758562666262947e-01,4.433242755216877384e-01,4.188128104870507684e-01,3.778446579033190034e-01,3.966678817640225674e-01,3.625136797621291151e-01,3.702854478856565379e-01,3.861307582612312217e-01,4.095171557041652477e-01,5.355931901110189131e-01,6.257724578616770117e-01,6.814518607635786651e-01,8.461889778065305734e-01,1.105100960722342762e+00,1.134268977169417880e+00,9.833856802309490774e-01,7.493477772908452295e-01,7.451577977006209608e-01,7.988050454522852561e-01,8.258059836245355001e-01,8.985985033788583820e-01,7.582162517130264234e-01,6.153825095704714698e-01,5.006173183826554407e-01,4.921512237606187057e-01,5.452503079568185029e-01,5.784208132161925420e-01,8.728432756478134991e-01,1.250762658628204349e+00,1.913940091311539859e+00,2.909388730176679871e+00
3.163047241906546958e-01,2.719413114727249337e-01,4.459378348616329646e-01,4.163971891398787761e-01,7.270395605486790203e-02,-1.278696439523017148e-01,-7.160296390405385125e-02,-8.546238116099402760e-02,-6.439371179342501250e-02,-3.014868088371631671e-01,-1.438489129182229931e-01,-2.923064097777920978e-01,-3.377518547660134374e-01,-4.818297241665714381e-01,-5.845281488444715734e-01,-4.669994389007516844e-01,-3.214559145394009221e-01,-4.608239343179096892e-01,-2.595722011228804860e-01,-1.593327909987376501e-01,-3.477771872088357696e-01,-2.297275335471180568e-01,-2.959737273281941583e-01,-3.640013686475107590e-01,-2.100932848380328011e-01,-3.884233079073755590e-01,-2.829170179461542034e-01,-2.927155257069919969e-01,-4.524662632499456549e-01,-4.276287707107808700e-01,-1.032749479817987037e-01,-1.803395066695934190e-02,-1.251274055399864693e-01,-3.489401090022994367e-01,-6.466598714831537364e-01,-6.491410822864907004e-01,-5.004728403691540706e-01,-2.864881958583200827e-01,-2.136508017836309392e-01,-4.003918122864842388e-01,-3.551629879256434918e-01,-2.904307232953904361e-01,-3.072214017025771682e-01,-3.962819261504844093e-01,-4.793626399411579087e-01,-2.356576740159219696e-01,1.363231252145507000e-01,1.248865827614821455e+00,3.990330346340032364e+00
2.588825675960952921e+00,2.753311878349045116e-01,-3.572263868530516362e-01,1.404950767947799051e-01,2.684856056424003157e-01,1.590572877587685952e-01,-6.797338693691834521e-02,-1.240461450156704615e-01,-2.292622906040602260e-01,-2.291660612862003177e-01,-2.302373542913080939e-01,-1.999966574194882440e-01,-1.799817457629142581e-01,-7.851534178214869542e-02,-2.178874121963509936e-01,-3.019236709317532075e-01,-2.908845488320999095e-01,-2.127961944155458696e-01,-1.648587867959339093e-01,-9.359315364593889797e-02,6.446306944022595076e-03,8.461517842758858876e-02,1.458989971573370070e-01,-1.338751404808213863e-02,3.207742665874668830e-02,1.317914358745024828e-01,-1.092768592686663709e-01,-3.553641585141384951e-01,-3.232812705716163748e-01,-3.673337379478294196e-01,-3.183158709054136892e-01,-4.860538070911566422e-01,-3.721966667558103126e-01,-4.187931851543194028e-01,-5.235481576374247936e-01,-5.825448941683113446e-01,-8.668325297370778060e-01,-9.015418349010104748e-01,-7.521772612306243389e-01,-6.511405595049843953e-01,-4.837110896697947027e-01,-4.971968845152030525e-01,-4.067117301624545433e-01,-5.007946521819732766e-01,-4.301175181889842492e-01,-4.042314600366729849e-01,-5.180491803098625780e-01,-5.239445948726384472e-01,-8.364040393701088760e-03
-8.440189829167898949e-01,-8.196367277459728484e-01,-7.027656102731363319e-01,-5.321895674966263812e-01,-5.801168745950313621e-01,-6.308164513799603412e-01,-5.116992341137311939e-01,-5.034250956198356164e-01,-4.247258779043896482e-01,-1.908871614963771890e-01,-1.424826060058883570e-01,-2.641665035039757470e-01,-1.367469338771449827e-01,1.006411906257049793e-01,3.396478706833150341e-02,-4.826926283540089457e-02,9.302176287089025664e-02,2.207042728819459398e-01,3.624574626582521830e-01,3.507573747632974914e-01,2.107558818738084483e-01,4.990417805550073638e-01,7.034763816017779448e-01,4.176406068791429504e-01,8.290600621775467971e-02,-2.122182710288029739e-01,-1.501432497246959485e-01,-1.643629977202856196e-01,-1.511735809195222657e-01,-3.094477359856782073e-01,-2.824691646500454567e-01,-2.190789487927347068e-01,-2.702324520967245292e-01,-3.553247533423977700e-01,-3.800293387810462775e-01,-5.305054031698261952e-01,-3.214102965028651226e-01,-3.337599860736482071e-01,-1.799331769961973748e-01,-1.135031069009642124e-01,-1.386117875609720329e-01,1.009824500903278022e-02,2.061690516086081004e-01,1.485446835735189097e-01,-3.095413622389742159e-01,-8.370991075169840201e-01,-9.926412112080456041e-01,6.912107555223201416e-03,2.227046425505680105e+00
8.394557899287207192e-01,-5.964386004350252790e-01,-8.125153354700529462e-01,-6.467683635930931985e-01,-3.408799891476164134e-01,-1.483243955269202274e-01,-1.658103460929432060e-01,-1.374704306526730591e-01,-9.259069607910674904e-02,-4.131458946567079238e-03,9.952577734642531482e-02,2.487029347742257812e-01,3.864517105958533705e-01,2.525185351486207708e-01,2.911626137223599642e-01,4.889525650839736670e-01,3.742435763675153737e-01,3.401640696712178169e-01,5.706835344002314514e-01,8.491832855737300179e-01,8.437662131639456220e-01,4.944454184946138753e-01,3.614042508273414001e-01,3.492469506426516546e-01,3.415109692430320365e-01,1.336501416945452547e-01,-3.456292313724063092e-02,2.365884434353304755e-02,-4.856057667224789043e-02,-1.656755442198587502e-02,-6.966934707090643997e-03,1.019116856418449402e-01,6.371863913860664752e-02,-8.442028502036436066e-02,-1.524032439062317223e-01,-1.200616576550430636e-01,-6.547974710404247389e-02,1.688341025680983876e-01,2.143824700152414664e-01,2.602846505750555650e-01,2.551665690280664478e-01,3.085799211764594929e-02,-2.041349099822298285e-01,-6.195909144055633533e-02,-1.893728711459310432e-01,-4.476323984117094312e-01,-6.701459907782805203e-01,-6.310714228765164080e-01,4.420726316908023534e-01
-1.249910863401986205e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.220811036878046707e-01,1.094706983636584141e-01,2.272331360037966874e-01,1.708309272473762519e-01,2.459183428189710696e-01,5.627304871839236000e-01,7.728981119542552847e-01,5.245850320203793160e-01,5.019594252444044002e-01,7.333242257727583535e-01,6.460382066696119807e-01,4.449996692442006463e-01,6.078542410372556049e-01,6.559375025096123579e-01,6.884304874398843310e-01,4.364016113518474071e-01,5.409493644982887872e-03,-2.352249115804028179e-01,-4.391336163798271741e-01,-5.551344440758434473e-01,-6.286876904999516569e-01,-1.026535063351428079e+00,-8.746150785505335534e-01,-8.485599096977374245e-01,-6.907654841434087700e-01,-4.074697445287220887e-01,-5.839680096277213295e-01,-4.241990458538964504e-01,-3.018342578032786605e-01,-4.380176658849350702e-01,-4.463158826499054044e-01,-2.381626642427967511e-01,-3.870910200831900738e-02,-6.753199209467553032e-02,-3.886830461482304599e-03,-6.118658219248729324e-02,-3.456823048966555234e-01,-4.465719196157245108e-01,-2.627862752102281263e-01,-1.836743728853207358e-01,-2.619004184022983850e-01,-7.145135396644697323e-01,-1.116305156844159541e+00,-1.444881315869697147e+00,-5.601316564643248341e-01,1.869942846890161547e+00
1.348322812126866665e+00,-9.902407219643443170e-01,-1.612067561268901272e+00,-1.075226596330548290e+00,-6.979564348386908534e-01,-2.559982773516580323e-01,3.239668087238314342e-01,5.035319553205610532e-01,5.477019064825441319e-01,7.109543377324349933e-01,9.748128077215163501e-01,1.037760266146182886e+00,9.364763653866248205e-01,1.161587657726876444e+00,8.060673803738040988e-01,3.370032062960426344e-01,3.245272874502340699e-01,5.063959994189772829e-01,5.140531358110536075e-01,3.033167850999731741e-01,-4.858999270968666906e-02,-1.796626685756699260e-01,-1.659663346054820465e-01,-1.184703547096930265e-01,-2.491955939821579591e-01,-4.651093324187414169e-01,-4.764961696459550922e-01,-4.429703019327817515e-01,-3.906440214836273128e-01,-2.165318867345327192e-01,-4.087307625020386581e-02,1.048700935594411021e-01,1.192250436681199233e-01,1.513485301056824994e-01,9.922621932071606921e-02,1.718365937734169790e-01,2.079866387886433188e-01,4.405099565271832773e-01,6.238431886794195691e-01,6.159993890630026669e-01,4.297027055789151007e-01,1.606522752502286266e-01,2.595609646967744766e-01,2.669169802541517811e-01,5.972105554014106588e-01,2.633060288867667964e-01,-3.841114847727844506e-01,-8.145058196388035299e-01,-6.575923166642354545e-01
-9.443147888685778923e-01,-1.182762274039724559e+00,-9.652219831705259878e-01,-4.662986397151271944e-01,-2.629290447829149002e-01,-3.650590898485219782e-01,-2.334271525934106251e-01,2.479514243868337076e-01,6.969776399694467273e-01,1.037849715313640786e+00,1.040924508399410087e+00,1.051963796905461379e+00,7.276846201774986866e-01,2.559308653485388163e-01,7.254887173144197732e-02,1.565634035608631791e-01,2.064517794242100024e-01,9.984564915867011337e-02,-2.517762914390857532e-01,-1.398162914644203170e-01,-1.941337314662128222e-01,-3.645545380038157646e-01,-3.816133857859576040e-01,-2.782031825901043476e-01,-5.010327230095334983e-01,-6.218717925042405170e-01,-5.466039537790301495e-01,-3.354702339488397911e-01,4.236566896359761358e-02,2.283299598632595462e-01,3.534316420252956448e-01,3.567092719360225317e-01,4.107144398451012535e-01,4.669811438521342950e-01,3.684838487486743475e-01,2.741297934151845084e-01,3.769966483416951064e-01,2.361349079153356456e-01,8.026884974675141393e-02,1.594390163571013375e-01,1.333046396564299130e-01,9.559544679753173568e-02,5.539518066024413656e-01,8.409172176872772297e-01,3.878901111758636944e-02,-8.072903474281893921e-01,-1.313269957781784569e+00,-7.355444255677419108e-01,1.349787457367895627e+00
