3.475230256416997343e-01,-3.725861284768213211e-01,-1.145657295135132703e+00,-1.275390154955474920e+00,-1.430232366395715937e+00,-1.200603081709171072e+00,-1.371418133911615378e+00,-9.783146954843854326e-01,-8.785147356169404897e-01,-8.026116828809585213e-01,-8.775632154174783928e-01,-1.086495981465920746e+00,-8.906405888029725881e-01,-7.090127319211462220e-01,-6.993817628079445070e-01,-4.877390780669786374e-01,-5.326269600318829234e-01,-6.065145185971493325e-01,-6.647612107204450282e-01,-3.972616924108718917e-01,-2.463689928317928379e-01,-5.600840735049116281e-01,-5.404399236316085320e-01,-8.993497122988000081e-01,-6.709990316702603153e-01,-4.921721935905349343e-01,-5.977449428929756392e-01,-8.136203919058113687e-01,nan,nan,nan,-4.102836661695504206e-01,-5.183086947794837140e-01,-1.450873011024481629e-01,-1.106037802667987763e-01,-4.032490547194617636e-01,8.226672986694213985e-02,8.054149117808424505e-03,-2.238010942346100873e-01,-2.762781514616757805e-01,-2.834417785004479939e-01,-6.764615367090692777e-01,-1.081688626809639286e+00,-1.157261578037081184e+00,-1.376834556700017309e+00,-1.743937353755398156e+00,-2.008370240277133956e+00,-3.593497192742428403e+00
-1.686856621347349483e+00,-6.977713617215565156e-01,-6.776852907898764933e-01,-4.683048505626630220e-01,1.234273911686342845e-01,6.126667133176628699e-01,1.222648446589480020e+00,1.551261272555767512e+00,1.713733511300179035e+00,1.320109071401759815e+00,1.333512357440975737e+00,1.418314776389892673e+00,1.598348740775643595e+00,1.995238192361014296e+00,2.041454523892346273e+00,1.907914401274299454e+00,1.861051383122168668e+00,1.845917049369184326e+00,1.449939949044213749e+00,1.196721834454288480e+00,1.396476360653481352e+00,1.885764089318643366e+00,1.918480428937640925e+00,1.825912016770491642e+00,1.563791658385275563e+00,1.556874081859726200e+00,1.306187470954211838e+00,1.202079131057903538e+00,1.122523789670071936e+00,1.010708734220036487e+00,9.182778675454079664e-01,1.061415702222351820e+00,1.006976645948103544e+00,9.747820974087342272e-01,1.157565392677212923e+00,1.296470140170157048e+00,1.272159834545779855e+00,1.197384394338046665e+00,1.319979035201237716e+00,1.146109943751500548e+00,9.067651444054224408e-01,7.110434055777646867e-01,5.812970914441056847e-01,6.344420882726991007e-01,7.078058138909509855e-01,8.179447337001232166e-01,1.327007972743877051e+00,1.025260132854651340e+00
2.488031216285021774e+00,2.963333828990845742e+00,2.513879838516143383e+00,1.653739795908517385e+00,1.445454582449407610e+00,1.614509226349556403e+00,1.682697626943314706e+00,1.900809403351023441e+00,2.331459402584452612e+00,2.590154193815618733e+00,3.008343560790051274e+00,2.950403953610615027e+00,3.017203656676347823e+00,3.019820789405098793e+00,nan,2.825685396876341571e+00,3.011141507635034298e+00,3.182024532817330886e+00,3.156869436081814584e+00,3.140112177835542084e+00,3.154364459970528500e+00,3.256471676454187225e+00,3.390697688294819212e+00,3.531273888575402697e+00,3.622063433378435615e+00,3.603182026709816022e+00,3.534971249026796158e+00,3.174822026852686996e+00,2.967412579754958646e+00,2.725760169801370925e+00,2.814335495493512695e+00,3.312156279262036485e+00,3.691363806319325036e+00,3.889274921107506167e+00,4.068715397446743154e+00,4.024411233703897750e+00,4.069630829441002184e+00,4.004276229619033067e+00,3.934277204193763477e+00,3.892987214661648654e+00,3.883087610218053598e+00,3.576281684149551054e+00,2.982487186009621372e+00,2.424467348549522505e+00,2.116588427036963704e+00,2.018799615339905706e+00,1.796728997195050859e+00,9.181693065974486645e-01
9.223467459005633140e-01,2.247298522576618662e+00,2.742936621987635437e+00,3.161706919907028013e+00,3.717606777432684417e+00,4.407211495358289710e+00,4.967230768887713310e+00,5.459710388301505013e+00,5.529940177687601377e+00,5.462552689006639817e+00,5.053976490768773644e+00,5.291281233596525801e+00,5.383757789778944591e+00,5.324584629441364569e+00,nan,5.012700552095927797e+00,4.937559383400084378e+00,4.625862037007668626e+00,4.365649761705536314e+00,4.524998326986598762e+00,4.760354973201208928e+00,4.890235004197497126e+00,4.958365003171072871e+00,5.029996331376530350e+00,5.053117394819500063e+00,5.018620993322326029e+00,4.899426515569423657e+00,4.742801059621445603e+00,4.758263870565557774e+00,4.820688967025259508e+00,4.873194700377846189e+00,4.869127178130932876e+00,4.786851104041944360e+00,4.752290650620278001e+00,4.718671142510819649e+00,4.968184201694541891e+00,5.098635310379001417e+00,5.182849511645989615e+00,5.241346611625653296e+00,5.127234433002493041e+00,4.916145175208159301e+00,4.596709286805542582e+00,4.278970541247439918e+00,4.057554629162383186e+00,4.133532556521016588e+00,4.552424955856047895e+00,4.736641912958663880e+00,4.097828940037242518e+00
4.041044804960164605e+00,5.422029859864051282e+00,5.413117774866640808e+00,5.200405329312858704e+00,5.475124642985802481e+00,5.632745296448526950e+00,6.069691624382864248e+00,6.293478155096847715e+00,6.433096399921151232e+00,6.579657454586561371e+00,6.336696318361108915e+00,6.415372556844785912e+00,6.499904059092130204e+00,6.479862973350095423e+00,6.325705454224996416e+00,6.346870090829831668e+00,6.386635530570653252e+00,6.353692511025176515e+00,6.309200466277940400e+00,6.328753866677456763e+00,6.390904726265361546e+00,6.493849182876257231e+00,6.552667387947591848e+00,6.608618818729151911e+00,6.665429560544064991e+00,6.727095819645477981e+00,6.676600229792411412e+00,6.574416197316021560e+00,6.475677928353617219e+00,6.526614874015680634e+00,6.624079155459427604e+00,6.873914663915591916e+00,7.108329059894566981e+00,7.138051877826836034e+00,7.089977864835720567e+00,7.393641739744029273e+00,7.616809802791685513e+00,7.733011291022150679e+00,7.785263174222037286e+00,7.754705477297818561e+00,7.635306110653728773e+00,7.306029634319281207e+00,6.851776654624713636e+00,6.315940436739663433e+00,5.919288829988655465e+00,5.440138964193492299e+00,5.060086589717540662e+00,4.005167424731515879e+00
3.650157985994775700e+00,5.307214542418636327e+00,6.092534652425062092e+00,7.049675004893144248e+00,7.967898360401384217e+00,8.201656065001442286e+00,8.483556519417446040e+00,8.713308669918761851e+00,8.857271951406637811e+00,8.836818294304039867e+00,nan,9.059193903799362957e+00,8.932531339312014040e+00,8.803839634077839094e+00,8.542635929086436875e+00,8.572568338639669605e+00,8.580747984822856722e+00,8.426232506672469924e+00,8.303143579351973003e+00,8.000989699375692155e+00,8.142051323667592655e+00,8.180788883848819637e+00,8.262480697474392954e+00,8.244318893389886327e+00,8.288080613964460497e+00,8.349890502656455382e+00,8.388114448401809753e+00,8.334202027241257582e+00,8.262428742203203669e+00,8.399647988091160755e+00,8.453024398776934234e+00,8.589853214333523113e+00,8.663075871698083574e+00,8.693153742697033337e+00,8.783953909624820255e+00,8.917696484169328031e+00,8.979314235302020109e+00,9.033123735029272794e+00,8.980419905717115014e+00,8.878531656401140282e+00,8.697364578752964093e+00,8.485356302005721219e+00,8.263340662900512612e+00,8.058909951432003282e+00,7.845346432333893283e+00,7.712945387379932960e+00,7.559249414623421259e+00,7.104535803943743844e+00
7.275246739363043780e+00,7.996182508107131603e+00,8.052028763998064775e+00,8.660431749168031601e+00,9.162563260840411061e+00,9.293871783685718313e+00,9.167582355567345687e+00,9.033824884316254966e+00,9.048231398911552148e+00,8.550747906199299919e+00,9.032360088147228794e+00,9.217361776753429936e+00,9.430949322571274607e+00,9.433278172858893029e+00,9.496408525344453011e+00,9.571784763946730834e+00,9.521746071499721964e+00,9.581977544064281815e+00,9.643523450437475830e+00,9.686355995278690401e+00,9.681677955403886315e+00,9.792606018691781600e+00,9.721727399262434233e+00,9.839830787875188278e+00,9.898004106956831194e+00,1.002781036836229234e+01,1.009456487924788171e+01,1.020048991996903709e+01,1.016420265948266710e+01,1.021422975982779668e+01,1.028504695362876475e+01,1.036207157815808699e+01,1.044274915285468808e+01,1.048055802349167287e+01,1.060631810016951171e+01,1.079517472531559186e+01,1.091443096673457092e+01,1.093751201460863420e+01,1.087201790173146598e+01,1.080761032087197115e+01,1.059844270278281009e+01,1.038517234473161288e+01,1.021946326193025101e+01,9.990059219759221065e+00,9.583422521204747468e+00,8.974545880100809114e+00,8.176828410384134216e+00,6.949219557004119530e+00
nan,6.878754351095584418e+00,8.416036851954766362e+00,9.088261586803698222e+00,9.784146803539533366e+00,1.021212497022797372e+01,1.031647580783622331e+01,1.041942866211840979e+01,1.012666828475666492e+01,9.977436950728696630e+00,1.013595292230791323e+01,1.026204303913425520e+01,1.024592449054828869e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.991046242839400904e+00,9.942439622870596239e+00,9.888843002478427735e+00,9.857526488358955064e+00,9.896357332896883463e+00,9.782645086312655280e+00,9.781124892074608113e+00,9.844064448655831967e+00,9.791764633997933842e+00,9.865127540044902332e+00,9.905626382853878198e+00,9.958754171560959989e+00,9.999387002118455214e+00,9.966745635358643440e+00,9.971453304892134994e+00,9.959588122117072118e+00,9.765694000450851675e+00,9.494584395816689337e+00,9.534869395825774419e+00,9.669376570510223701e+00,9.804632262173194945e+00,9.864300087908860704e+00,9.951816921504633484e+00,9.863665542524342911e+00,9.754192244341467699e+00,9.780181037571946234e+00
nan,9.689903046149785482e+00,9.970233520544846684e+00,9.948199193854661004e+00,1.009991654405146377e+01,1.010165108157688429e+01,1.006992662523742688e+01,9.980470904363643925e+00,9.940117378181511754e+00,9.857565088122663965e+00,9.845725990076452661e+00,9.845534717713324113e+00,9.886937810833289930e+00,9.834977992524443380e+00,9.915387397660341051e+00,9.972489860253874738e+00,1.001185782364540522e+01,9.916738103698630624e+00,9.880668560929422028e+00,9.829702445045459314e+00,9.810809095454436246e+00,9.844884779801535757e+00,9.808111701434517826e+00,9.790454143426996936e+00,9.847778489102751109e+00,9.886614178364490968e+00,9.906480874983895291e+00,1.006994902710787620e+01,9.957707215788683897e+00,1.007859223226246748e+01,1.009130906538102046e+01,1.005429786664359959e+01,1.004334459288432768e+01,1.019412111653157460e+01,1.025343143204619167e+01,1.036385148581549309e+01,1.042337233464058777e+01,1.046530333913944588e+01,1.054041034362033180e+01,1.046004156301396293e+01,1.039128836353696528e+01,1.043234537289349539e+01,1.040670512261586644e+01,9.937238839000059443e+00,9.944675975686370961e+00,9.199937249274308115e+00,8.603845111738383622e+00,8.035979534629323240e+00
nan,7.067372686290540607e+00,8.425194631512001209e+00,9.116863255654095610e+00,9.619534054362503639e+00,1.011334342334866321e+01,1.035315070623759404e+01,1.047184597499948389e+01,1.055380646911124565e+01,1.033793263152491093e+01,1.033848794547670913e+01,1.035876532530334160e+01,1.031523611877390323e+01,1.020299517633030639e+01,1.022760091368254898e+01,1.005698448750571572e+01,9.873047634866722433e+00,9.830503802259718427e+00,9.965480049195770462e+00,9.902470964262731101e+00,9.760217312598554074e+00,9.634836083815676133e+00,9.465668203509093104e+00,9.477195389608505494e+00,9.505391335423853505e+00,9.546357671151637803e+00,9.475705163944589060e+00,9.506172264701762131e+00,9.348149004805604179e+00,9.325776170358746953e+00,9.365727595622578505e+00,9.409647054908377939e+00,9.458345857264383483e+00,9.550208881968600849e+00,9.528495403722027746e+00,9.480728860351542053e+00,9.502943586801166020e+00,9.475730153190907501e+00,9.645296283114083380e+00,9.771746734193589745e+00,9.731861916407433810e+00,9.785669845437698910e+00,9.802472065096734966e+00,9.844851187127469316e+00,9.838694118574265346e+00,9.799664900935916023e+00,9.916043155852108271e+00,9.508695357926697511e+00
